sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
123,0.22097,3684.0,4469.2,9.4962,26.995,42.131,2703.8,74.763,120.3,0.34745,80.328,50.287,2632.9,26.594,49.454,3099.8,22.785,66.567,245.9,343.52,94.2,77.574,32.177,8.9758,25.985,6.7297,18.735,1.6302,33.508,13.764,23.702,1.2415,18.341,2.2765,4.9074,2.4029,0.018752,0.81212,0.10492,54.15,43.081,63.359,54.301,21.418,61.485,22.68,40.847,38.946,45.27,52.181,37.424,18.356
124,0.21982,3684.9,4512.5,9.4123,27.014,42.183,2702.1,74.651,120.32,0.34804,80.04,50.58,2630.4,25.034,49.399,3098.2,22.17,66.505,246.66,343.22,94.558,77.161,32.177,8.9758,25.985,6.7297,18.735,1.6302,33.508,13.764,23.702,1.2415,18.341,2.2765,4.9074,2.4029,0.018752,0.81212,0.10492,54.15,43.081,63.344,53.783,21.53,64.071,22.283,40.775,39.808,45.143,51.991,37.277,19.863
125,0.25821,3709.9,4501.7,9.2212,26.6,42.502,2703.9,74.971,120.33,0.34155,80.047,49.978,2632.9,23.211,49.922,3097.8,24.146,66.402,246.14,343.63,94.256,77.401,32.513,8.8293,26.197,6.8213,18.852,1.6639,33.089,13.633,23.754,1.396,18.464,2.228,4.9191,2.3618,0.018752,0.81212,0.10492,54.15,43.081,64.005,53.793,25.451,62.789,22.908,39.714,38.036,46.354,51.92,36.675,15.163
126,0.26215,3737.2,4510.1,9.272,26.765,42.448,2702.5,74.987,120.42,0.34083,79.982,49.796,2631.8,24.241,48.723,3099.1,22.341,66.376,246.17,343.63,94.404,77.383,32.513,8.8293,26.197,6.8213,18.852,1.6639,33.089,13.633,23.754,1.396,18.464,2.228,4.9191,2.3618,0.011744,0.79783,0.08667,53.409,43.554,63.536,53.692,25.063,62.956,22.447,39.802,37.501,43.578,51.554,38.775,19.46
127,0.22549,3659.5,4485.0,9.4223,26.794,42.32,2703.6,75.054,120.41,0.32402,80.239,51.251,2633.1,25.427,51.775,3097.7,23.497,66.355,244.72,343.82,94.373,77.773,32.655,8.7347,26.186,6.82,18.309,1.6346,33.208,13.764,23.85,1.3535,18.281,2.2564,4.759,2.355,0.011744,0.79783,0.08667,53.409,43.554,64.169,53.705,21.963,62.966,22.918,38.17,41.782,50.643,51.458,38.328,16.681
128,0.22588,3714.0,4476.8,9.3938,26.692,42.181,2704.0,75.331,120.47,0.32374,80.519,49.752,2633.5,25.127,50.649,3100.0,21.921,66.417,242.73,343.16,94.376,77.495,32.655,8.7347,26.186,6.82,18.309,1.6346,33.208,13.764,23.85,1.3535,18.281,2.2564,4.759,2.355,0.011744,0.79783,0.08667,53.409,43.554,63.231,53.803,21.924,61.992,22.342,38.205,37.37,48.036,51.402,41.512,20.407
129,0.20489,3689.2,4598.7,9.5796,26.975,42.42,2699.7,75.631,120.49,0.33892,80.211,50.684,2628.4,25.117,48.762,3097.2,22.548,66.422,243.61,342.8,94.542,77.06,32.123,8.799,26.139,7.1436,18.868,1.69,33.685,13.924,23.411,1.1661,18.573,2.2563,4.7971,2.2914,0.011744,0.79783,0.08667,53.409,43.554,63.728,53.71,20.478,58.846,22.146,39.67,40.113,43.67,51.095,41.344,18.965
130,0.20552,3695.3,4561.0,9.2512,26.881,42.408,2696.8,75.077,120.5,0.33954,79.989,50.921,2626.7,24.721,49.225,3092.1,23.275,66.336,244.42,342.98,94.461,77.106,32.123,8.799,26.139,7.1436,18.868,1.69,33.685,13.924,23.411,1.1661,18.573,2.2563,4.7971,2.2914,0.011744,0.79783,0.08667,53.409,43.554,63.623,54.161,20.416,62.103,22.613,39.593,40.811,44.741,50.8,42.901,17.268
131,0.25696,3625.2,4493.5,9.251,26.749,42.276,2699.2,74.308,120.46,0.35415,80.329,50.014,2627.8,25.989,50.022,3094.3,22.648,66.327,240.68,342.4,94.767,77.811,32.033,8.8807,26.239,6.8594,18.775,1.7089,33.416,13.836,24.084,1.4273,18.374,2.2605,4.9591,2.3519,0.015946,0.79491,0.095489,53.504,43.997,61.898,53.628,25.062,61.266,22.339,42.133,38.142,46.586,50.489,42.229,18.699
132,0.25499,3615.0,4534.1,9.3994,26.876,42.514,2701.5,75.036,120.49,0.35446,80.495,50.338,2630.0,25.401,49.803,3096.4,22.377,66.329,240.22,342.85,94.789,77.58,32.033,8.8807,26.239,6.8594,18.775,1.7089,33.416,13.836,24.084,1.4273,18.374,2.2605,4.9591,2.3519,0.015946,0.79491,0.095489,53.504,43.997,62.073,53.143,25.256,62.456,22.558,42.096,39.094,46.078,50.119,45.102,19.338
133,0.26604,3651.2,4498.1,9.3786,27.26,42.441,2701.3,74.732,120.5,0.34162,80.439,50.486,2631.2,25.431,50.023,3098.1,23.538,66.369,237.33,342.72,94.621,77.544,32.684,8.9591,26.234,6.8084,18.654,1.648,33.111,13.782,23.673,1.2237,18.747,2.2925,4.9123,2.3099,0.015946,0.79491,0.095489,53.504,43.997,63.829,53.794,26.115,61.262,22.547,41.385,39.531,46.586,49.966,46.342,16.586
134,0.26647,3696.6,4460.9,9.3837,26.595,42.452,2702.7,74.493,120.5,0.34327,80.459,51.14,2632.0,24.484,49.808,3098.8,23.901,66.346,238.33,342.95,94.558,77.592,32.684,8.9591,26.234,6.8084,18.654,1.648,33.111,13.782,23.673,1.2237,18.747,2.2925,4.9123,2.3099,0.015946,0.79491,0.095489,53.504,43.997,63.05,54.239,26.072,62.675,22.241,41.183,41.454,46.089,49.469,47.372,15.713
135,0.20248,3696.7,4532.1,9.3964,26.781,42.386,2702.2,75.156,120.46,0.3419,80.458,50.902,2631.8,26.449,52.388,3098.1,21.353,66.302,237.61,343.05,94.537,77.427,32.279,8.8408,26.349,6.87,18.633,1.6551,33.718,13.732,23.544,1.1521,18.22,2.2513,5.0153,2.3198,0.015946,0.79491,0.095489,53.504,43.997,63.541,53.693,19.623,62.73,22.502,39.9,40.754,52.061,49.127,46.693,21.766
136,0.20196,3672.4,4567.3,9.287,26.914,42.493,2699.1,74.996,120.44,0.33832,80.22,50.772,2628.8,25.177,50.363,3096.1,22.098,66.261,234.62,342.73,94.594,77.259,32.279,8.8408,26.349,6.87,18.633,1.6551,33.718,13.732,23.544,1.1521,18.22,2.2513,5.0153,2.3198,0.018237,0.81087,0.10325,53.938,43.371,63.958,53.272,19.675,59.962,22.349,40.336,40.372,47.375,48.845,47.039,20.014
137,0.23744,3678.0,4508.1,9.3461,27.092,42.366,2700.0,75.327,120.41,0.33541,80.224,50.774,2629.3,26.339,49.502,3096.2,22.215,66.167,232.98,342.83,94.556,77.359,32.32,8.8872,26.34,6.8333,19.37,1.637,33.107,13.846,23.802,1.0871,18.579,2.2589,4.9256,2.3907,0.018237,0.81087,0.10325,53.938,43.371,63.361,54.055,23.298,63.005,22.397,39.253,40.377,45.381,48.528,47.727,19.737
138,0.23543,3695.4,4521.4,9.2853,26.973,42.024,2701.1,75.132,120.44,0.33375,80.211,49.428,2629.7,27.399,49.767,3096.4,24.309,66.072,232.67,342.53,94.533,77.223,32.32,8.8872,26.34,6.8333,19.37,1.637,33.107,13.846,23.802,1.0871,18.579,2.2589,4.9256,2.3907,0.018237,0.81087,0.10325,53.938,43.371,63.061,53.896,23.497,61.418,22.398,39.456,36.416,45.994,48.097,47.813,14.783
139,0.23037,3696.6,4394.0,9.3045,27.101,42.678,2701.8,75.062,120.4,0.34499,80.291,49.669,2630.3,23.852,49.833,3096.2,22.17,66.011,233.54,342.86,94.587,77.568,32.74,8.8854,26.108,6.8039,18.431,1.6768,33.225,13.856,23.904,1.3831,18.671,2.2676,4.9296,2.2847,0.018237,0.81087,0.10325,53.938,43.371,63.392,53.575,22.98,62.12,22.57,41.091,37.127,46.148,47.563,47.381,19.832
140,0.23242,3694.4,4463.4,9.4162,26.94,42.393,2701.8,73.952,120.42,0.34796,80.345,50.251,2631.2,25.223,49.052,3096.4,23.105,65.963,231.07,342.97,94.496,77.852,32.74,8.8854,26.108,6.8039,18.431,1.6768,33.225,13.856,23.904,1.3831,18.671,2.2676,4.9296,2.2847,0.018237,0.81087,0.10325,53.938,43.371,63.43,52.744,22.779,61.342,22.62,40.729,38.837,44.34,47.328,48.499,17.584
141,0.18988,3719.4,4509.0,9.4432,26.597,42.406,2702.2,75.325,120.39,0.34963,80.463,51.29,2631.5,25.936,48.868,3097.7,21.556,65.992,231.85,342.74,94.477,77.502,32.479,9.1357,25.885,6.9739,18.5,1.6419,33.272,13.704,24.057,1.1926,18.353,2.2604,4.8992,2.2702,0.028921,0.81086,0.098919,54.124,43.481,63.316,54.481,18.272,62.351,22.413,40.822,41.898,43.914,47.151,48.376,21.264
142,0.18834,3684.1,4527.6,9.4098,26.539,42.394,2700.4,74.285,120.33,0.34895,80.36,48.869,2629.9,23.913,51.671,3096.2,23.297,65.959,227.7,342.72,94.485,77.353,32.479,9.1357,25.885,6.9739,18.5,1.6419,33.272,13.704,24.057,1.1926,18.353,2.2604,4.8992,2.2702,0.028921,0.81086,0.098919,54.124,43.481,63.924,54.258,18.423,60.292,22.154,40.905,34.771,50.4,47.216,47.154,17.144
143,0.20792,3675.1,4518.9,9.5303,27.027,42.167,2701.3,74.624,120.28,0.33258,80.275,50.821,2630.0,26.696,51.018,3097.2,22.827,65.91,227.57,342.63,94.505,77.019,32.329,8.8856,26.366,6.9041,18.902,1.6752,33.116,13.738,23.742,1.2828,18.651,2.238,4.9245,2.3968,0.028921,0.81086,0.098919,54.124,43.481,62.581,54.245,20.602,63.15,22.45,38.778,40.516,48.889,46.927,43.633,18.279
144,0.20788,3638.1,4520.5,9.4502,26.749,42.252,2702.3,74.756,120.2,0.32937,80.072,49.702,2631.8,23.612,50.113,3097.9,22.681,65.819,228.36,342.64,94.525,77.181,32.329,8.8856,26.366,6.9041,18.902,1.6752,33.116,13.738,23.742,1.2828,18.651,2.238,4.9245,2.3968,0.028921,0.81086,0.098919,54.124,43.481,63.218,54.226,20.606,61.718,22.559,39.169,37.223,46.796,46.56,40.772,18.624
145,0.22042,3622.6,4493.0,9.4477,26.691,42.379,2703.8,75.745,120.18,0.33316,79.982,50.267,2632.7,25.744,49.801,3099.5,22.787,65.703,228.18,342.03,94.468,77.392,32.075,8.7664,26.332,6.9599,18.716,1.707,32.995,13.771,23.648,1.3629,18.503,2.3001,4.9107,2.3428,0.028921,0.81086,0.098919,54.124,43.481,64.045,53.582,21.778,62.019,22.284,39.454,38.887,46.073,46.288,38.771,18.369
146,0.22197,3692.1,4476.5,9.3913,26.887,42.052,2707.3,75.863,120.22,0.33251,80.136,51.598,2637.2,24.763,48.801,3102.1,21.252,65.608,225.87,342.51,94.543,77.574,32.075,8.7664,26.332,6.9599,18.716,1.707,32.995,13.771,23.648,1.3629,18.503,2.3001,4.9107,2.3428,0.02474,0.80935,0.10008,54.85,43.232,62.847,53.779,21.626,62.836,22.909,39.534,42.802,43.76,46.16,37.853,21.993
147,0.24333,3645.1,4491.3,9.3045,26.727,42.328,2707.0,75.153,120.27,0.33612,80.102,47.737,2636.1,24.335,50.417,3103.0,21.585,65.589,223.54,342.72,94.461,77.109,32.154,8.9374,26.434,7.0294,18.683,1.6838,33.436,13.823,23.758,1.2292,18.494,2.2396,4.7561,2.2743,0.02474,0.80935,0.10008,54.85,43.232,63.121,54.052,24.34,61.593,22.695,39.89,31.441,47.498,46.061,38.035,21.234
148,0.24692,3645.4,4463.1,9.355,26.975,42.389,2704.2,75.399,120.33,0.33297,79.637,50.86,2632.4,24.733,50.044,3100.8,23.976,65.459,223.87,342.37,94.621,76.789,32.154,8.9374,26.434,7.0294,18.683,1.6838,33.436,13.823,23.758,1.2292,18.494,2.2396,4.7561,2.2743,0.02474,0.80935,0.10008,54.85,43.232,63.115,54.39,23.986,62.968,22.414,40.273,40.632,46.635,45.73,39.351,15.622
149,0.23854,3636.4,4497.9,9.4024,26.487,42.045,2705.9,75.086,120.37,0.33988,79.737,50.394,2634.8,25.484,51.029,3101.0,23.103,65.332,222.66,342.53,94.744,77.383,32.434,8.8455,26.42,6.829,18.617,1.6551,32.869,13.796,23.762,1.3674,18.46,2.2487,4.7882,2.3196,0.02474,0.80935,0.10008,54.85,43.232,62.555,54.068,23.442,63.075,22.445,40.766,39.259,48.915,45.545,40.0,17.678
150,0.23857,3627.6,4479.7,9.2549,26.535,42.486,2708.5,75.246,120.44,0.34143,80.033,51.332,2637.9,26.001,49.773,3103.6,23.248,65.339,222.05,342.17,94.766,77.539,32.434,8.8455,26.42,6.829,18.617,1.6551,32.869,13.796,23.762,1.3674,18.46,2.2487,4.7882,2.3196,0.02474,0.80935,0.10008,54.85,43.232,62.705,54.285,23.44,61.915,22.48,40.577,42.02,46.008,45.301,41.146,17.319
151,0.21072,3651.2,4521.2,9.4004,26.674,42.328,2709.7,74.359,120.45,0.33797,80.304,48.872,2638.6,24.388,49.463,3105.9,22.811,65.379,222.68,342.14,94.551,77.688,32.501,8.8642,26.866,6.8087,18.707,1.6251,33.512,13.704,24.197,1.3699,18.509,2.2464,4.7936,2.2221,0.031877,0.81812,0.11546,53.952,43.625,64.012,53.973,20.634,60.929,22.231,40.272,34.779,45.292,44.859,42.204,18.329
152,0.21036,3696.6,4494.5,9.3731,26.763,42.346,2709.0,75.007,120.5,0.33622,80.305,49.557,2637.9,26.458,50.444,3105.7,22.299,65.413,217.47,342.02,94.626,77.442,32.501,8.8642,26.866,6.8087,18.707,1.6251,33.512,13.704,24.197,1.3699,18.509,2.2464,4.7936,2.2221,0.031877,0.81812,0.11546,53.952,43.625,63.231,54.292,20.67,63.019,22.418,40.487,36.795,47.56,44.983,44.181,19.555
153,0.20158,3695.3,4484.3,9.3618,26.98,42.233,2707.8,75.119,120.48,0.32542,80.271,49.64,2636.5,25.846,49.761,3103.9,22.442,65.422,218.49,341.82,94.484,77.369,31.991,8.8798,26.556,6.9593,18.759,1.6873,33.072,13.765,24.63,1.2757,18.586,2.2776,4.835,2.1986,0.031877,0.81812,0.11546,53.952,43.625,63.492,54.212,19.692,62.074,22.582,39.227,37.042,45.982,44.552,44.274,19.217
154,0.20084,3674.9,4502.3,9.4349,26.9,42.522,2705.7,75.69,120.5,0.32996,80.227,49.978,2634.4,25.134,48.89,3103.0,23.432,65.389,216.48,341.72,94.615,77.568,31.991,8.8798,26.556,6.9593,18.759,1.6873,33.072,13.765,24.63,1.2757,18.586,2.2776,4.835,2.1986,0.031877,0.81812,0.11546,53.952,43.625,63.843,53.997,19.765,60.527,22.156,38.674,38.035,43.965,44.394,44.727,16.858
155,0.25008,3635.2,4520.9,9.3486,26.874,42.333,2705.7,75.477,120.46,0.33106,80.288,50.524,2634.8,23.326,50.679,3103.1,22.547,65.397,217.07,341.78,94.585,77.473,32.286,8.9385,26.793,6.774,18.645,1.6824,32.854,13.929,23.838,1.2226,18.417,2.276,4.8781,2.2979,0.031877,0.81812,0.11546,53.952,43.625,63.202,53.653,24.514,62.497,22.171,40.028,39.643,48.106,44.004,43.937,18.958
156,0.24867,3658.6,4477.2,9.2765,27.08,41.916,2707.9,75.094,120.45,0.33532,80.422,48.385,2637.2,25.019,50.523,3104.4,23.686,65.405,215.34,341.85,94.678,77.711,32.286,8.9385,26.793,6.774,18.645,1.6824,32.854,13.929,23.838,1.2226,18.417,2.276,4.8781,2.2979,0.020564,0.83908,0.12083,54.274,43.108,62.8,54.175,24.652,61.24,22.603,39.508,33.348,47.745,44.005,43.955,16.221
157,0.22111,3708.0,4511.9,9.3292,27.354,42.486,2706.6,74.964,120.46,0.35288,80.458,49.932,2635.3,26.034,50.616,3106.3,23.176,65.448,214.15,340.94,94.502,77.359,32.149,8.9586,26.338,6.8911,18.788,1.648,33.199,13.966,23.805,1.3295,18.904,2.2895,4.8378,2.2225,0.020564,0.83908,0.12083,54.274,43.108,63.591,54.053,21.849,60.526,22.274,41.788,37.9,47.959,43.849,45.236,17.439
158,0.22137,3688.0,4494.2,9.2407,26.767,42.744,2704.0,74.444,120.45,0.35291,80.262,48.705,2632.3,25.515,50.152,3102.0,20.921,65.415,214.77,341.33,94.55,77.093,32.149,8.9586,26.338,6.8911,18.788,1.648,33.199,13.966,23.805,1.3295,18.904,2.2895,4.8378,2.2225,0.020564,0.83908,0.12083,54.274,43.108,63.934,54.265,21.823,63.268,21.768,41.785,34.29,46.887,43.538,45.511,22.818
159,0.23442,3657.9,4499.3,9.301,26.389,42.39,2700.0,75.551,120.42,0.35438,79.926,47.623,2628.3,25.775,50.337,3098.2,22.275,65.312,213.77,341.29,94.722,76.906,31.871,8.8167,26.587,6.8134,18.801,1.6477,33.306,13.777,23.978,1.3423,18.31,2.2684,4.9785,2.3329,0.020564,0.83908,0.12083,54.274,43.108,63.473,53.861,23.074,61.199,21.575,42.796,31.104,47.313,43.378,45.698,19.651
160,0.23457,3634.3,4462.7,9.349,27.518,42.406,2698.9,75.621,120.39,0.3558,79.878,52.232,2627.3,25.584,50.093,3097.5,23.003,65.163,213.93,340.79,94.808,77.096,31.871,8.8167,26.587,6.8134,18.801,1.6477,33.306,13.777,23.978,1.3423,18.31,2.2684,4.9785,2.3329,0.020564,0.83908,0.12083,54.274,43.108,63.878,54.3,23.059,61.86,22.136,42.623,44.67,46.75,43.123,45.406,17.944
161,0.26418,3681.9,4524.6,9.2702,26.581,42.178,2702.7,75.389,120.44,0.33642,80.061,49.556,2631.4,25.381,50.126,3098.9,24.243,65.108,215.22,341.24,94.57,77.656,32.455,8.9017,25.962,6.8154,18.798,1.6113,32.874,13.827,23.871,1.436,18.231,2.2464,4.8789,2.3149,0.0101,0.84596,0.089992,54.323,43.865,63.767,53.524,25.808,60.593,21.953,39.996,36.795,46.826,43.288,46.858,14.968
162,0.26371,3711.2,4484.2,9.4159,26.575,42.26,2705.0,75.286,120.38,0.33312,80.353,48.516,2633.2,26.019,50.573,3102.7,23.555,65.164,213.57,340.76,94.564,77.673,32.455,8.9017,25.962,6.8154,18.798,1.6113,32.874,13.827,23.871,1.436,18.231,2.2464,4.8789,2.3149,0.0101,0.84596,0.089992,54.323,43.865,63.264,54.008,25.854,61.806,21.95,40.398,33.734,47.861,43.414,44.421,16.577
163,0.20387,3713.0,4495.8,9.5827,26.954,42.169,2706.2,75.296,120.34,0.34007,80.529,49.538,2635.1,24.506,51.556,3103.5,22.439,65.238,213.17,340.89,94.405,77.69,32.42,8.8174,26.477,6.9175,18.66,1.6652,33.079,13.828,24.41,1.3561,18.403,2.2577,4.6965,2.1754,0.0101,0.84596,0.089992,54.323,43.865,63.28,53.873,20.681,59.951,22.332,40.869,36.742,50.135,43.423,43.337,19.195
164,0.20675,3717.5,4478.2,9.3208,27.044,42.514,2705.1,74.913,120.26,0.34125,80.364,48.668,2633.4,26.643,50.375,3103.3,22.286,65.284,214.53,340.86,94.38,77.395,32.42,8.8174,26.477,6.9175,18.66,1.6652,33.079,13.828,24.41,1.3561,18.403,2.2577,4.6965,2.1754,0.0101,0.84596,0.089992,54.323,43.865,63.202,54.083,20.398,61.003,22.091,40.724,34.179,47.402,43.276,40.8,19.574
165,0.20678,3661.1,4509.3,9.3493,27.067,42.259,2701.9,75.263,120.26,0.34031,80.039,50.873,2630.4,25.969,50.426,3100.1,23.268,65.244,214.97,340.42,94.551,77.089,32.294,8.7822,26.436,7.1473,18.26,1.6739,32.282,13.757,23.974,1.4004,18.251,2.2306,4.9854,2.3042,0.0101,0.84596,0.089992,54.323,43.865,63.291,54.058,20.547,63.943,21.945,40.852,40.67,47.52,43.216,38.795,17.277
166,0.2079,3692.0,4465.7,9.3982,27.288,42.33,2702.1,74.213,120.23,0.34433,79.92,50.393,2630.7,25.579,48.779,3099.6,23.193,65.141,214.86,340.75,94.515,77.038,32.294,8.7822,26.436,7.1473,18.26,1.6739,32.282,13.757,23.974,1.4004,18.251,2.2306,4.9854,2.3042,0.026695,0.83371,0.097489,54.642,43.121,62.759,54.58,20.436,61.426,22.213,40.361,39.257,43.708,43.398,36.806,17.47
167,0.21901,3594.1,4578.5,9.3255,27.264,41.964,2703.1,74.889,120.26,0.33269,79.827,47.231,2630.9,24.449,48.735,3100.1,22.97,65.072,214.04,340.32,94.76,77.039,32.052,8.8399,26.102,6.993,18.695,1.6716,33.369,13.804,24.653,1.1781,18.795,2.3055,4.9217,2.3479,0.026695,0.83371,0.097489,54.642,43.121,62.287,54.266,21.389,59.679,22.073,39.848,29.952,43.605,43.54,36.475,18.022
168,0.21987,3611.9,4546.4,9.3284,26.994,41.952,2705.4,75.636,120.29,0.33663,79.861,48.388,2632.9,24.718,51.959,3101.5,23.031,65.002,215.02,340.4,94.867,77.4,32.052,8.8399,26.102,6.993,18.695,1.6716,33.369,13.804,24.653,1.1781,18.795,2.3055,4.9217,2.3479,0.026695,0.83371,0.097489,54.642,43.121,61.98,54.651,21.305,60.682,22.211,39.367,33.356,51.067,43.525,34.793,17.871
169,0.24214,3635.3,4527.1,9.3891,26.764,42.336,2708.6,74.278,120.38,0.33966,80.025,50.538,2637.0,25.219,50.322,3105.7,23.481,65.005,216.15,340.84,94.732,77.3,31.875,8.8321,26.355,7.0359,18.297,1.6482,32.697,13.998,23.929,1.3845,18.655,2.2143,4.8932,2.318,0.026695,0.83371,0.097489,54.642,43.121,62.754,53.862,23.76,63.029,22.218,40.187,39.684,47.279,43.494,37.356,16.81
170,0.24334,3612.1,4541.2,9.4415,27.079,42.444,2708.5,75.539,120.4,0.33897,80.018,50.058,2636.2,25.915,50.13,3107.5,22.493,65.048,216.08,340.18,94.822,77.251,31.875,8.8321,26.355,7.0359,18.297,1.6482,32.697,13.998,23.929,1.3845,18.655,2.2143,4.8932,2.318,0.026695,0.83371,0.097489,54.642,43.121,63.153,53.693,23.642,59.652,22.054,40.271,38.271,46.835,43.567,37.655,19.16
171,0.26039,3617.9,4576.9,9.377,26.96,42.078,2709.8,75.052,120.49,0.36103,80.129,48.25,2638.5,23.807,49.7,3107.8,23.739,65.049,214.22,340.32,94.71,77.733,31.962,9.0067,26.207,6.8368,19.051,1.6654,32.838,13.854,24.315,1.3102,18.75,2.2523,4.8538,2.3646,0.017312,0.83269,0.099485,54.271,43.95,62.552,54.289,25.785,61.274,22.112,42.885,32.951,45.84,43.493,39.914,16.169
172,0.25989,3652.3,4573.3,9.3546,26.776,42.46,2711.7,74.225,120.49,0.3566,80.327,49.071,2640.4,25.45,49.299,3110.0,22.896,65.082,215.03,340.53,94.669,77.67,31.962,9.0067,26.207,6.8368,19.051,1.6654,32.838,13.854,24.315,1.3102,18.75,2.2523,4.8538,2.3646,0.017312,0.83269,0.099485,54.271,43.95,61.96,54.332,25.835,61.767,22.105,43.425,35.367,44.912,43.351,40.361,18.167
173,0.2554,3651.0,4471.9,9.3319,26.681,42.147,2710.9,74.724,120.49,0.34503,80.288,50.99,2639.9,25.616,49.949,3110.1,23.633,65.154,213.5,340.16,94.77,77.266,31.743,8.943,26.52,6.8819,18.89,1.6546,32.857,13.783,24.277,1.2091,18.839,2.2584,4.8405,2.2896,0.017312,0.83269,0.099485,54.271,43.95,63.678,53.713,25.18,61.709,22.004,41.144,41.014,46.417,43.416,40.647,16.439
174,0.25616,3682.1,4511.0,9.3515,26.751,42.739,2709.4,75.44,120.47,0.34425,80.223,49.955,2638.2,25.274,49.45,3109.8,22.837,65.138,214.0,339.99,94.442,77.819,31.743,8.943,26.52,6.8819,18.89,1.6546,32.857,13.783,24.277,1.2091,18.839,2.2584,4.8405,2.2896,0.017312,0.83269,0.099485,54.271,43.95,63.143,53.245,25.106,61.106,21.574,41.238,37.968,45.261,43.301,41.415,18.291
175,0.28203,3685.5,4474.4,9.2769,27.354,42.098,2711.0,75.096,120.45,0.33884,80.247,50.236,2639.4,26.557,49.378,3110.0,23.264,65.154,213.41,340.85,94.658,77.305,32.202,8.8434,26.874,6.7345,18.486,1.6025,32.454,13.823,24.441,1.3313,18.608,2.2044,4.8417,2.2669,0.017312,0.83269,0.099485,54.271,43.95,62.71,54.048,27.42,63.71,22.12,39.995,38.796,45.095,43.282,41.433,17.308
176,0.28114,3643.4,4524.3,9.2114,26.978,42.265,2711.2,74.887,120.44,0.33408,80.283,48.716,2639.9,24.627,48.634,3110.0,22.812,65.166,212.05,341.28,94.507,77.401,32.202,8.8434,26.874,6.7345,18.486,1.6025,32.454,13.823,24.441,1.3313,18.608,2.2044,4.8417,2.2669,0.012716,0.8518,0.10606,53.257,42.985,63.434,53.45,27.507,64.492,22.007,40.576,34.321,43.373,43.303,40.27,18.364
177,0.23877,3711.2,4549.0,9.39,26.74,42.312,2708.3,75.082,120.44,0.3423,80.014,48.792,2636.0,25.545,51.036,3108.3,22.558,65.134,214.7,340.77,94.627,76.771,31.846,8.8171,26.391,6.9315,18.451,1.644,32.873,13.748,24.415,1.2828,18.488,2.2631,4.9181,2.3789,0.012716,0.8518,0.10606,53.257,42.985,63.631,54.159,23.374,62.141,21.774,40.598,34.545,48.932,42.984,40.535,19.028
178,0.23775,3705.9,4553.7,9.4266,26.851,42.615,2706.4,75.31,120.46,0.34524,79.912,49.508,2635.5,25.475,49.448,3105.2,22.407,65.061,213.08,341.37,94.463,77.254,31.846,8.8171,26.391,6.9315,18.451,1.644,32.873,13.748,24.415,1.2828,18.488,2.2631,4.9181,2.3789,0.012716,0.8518,0.10606,53.257,42.985,63.722,54.103,23.475,61.304,22.239,40.24,36.651,45.255,43.052,41.607,19.378
179,0.27328,3682.5,4553.2,9.3692,26.794,42.505,2707.1,75.696,120.4,0.33025,79.947,49.539,2635.9,25.686,49.428,3105.2,23.048,65.019,212.51,341.08,94.671,77.414,32.425,8.87,26.108,7.0116,18.766,1.6779,32.636,13.67,24.541,1.1771,18.82,2.2459,4.8277,2.2838,0.012716,0.8518,0.10606,53.257,42.985,62.442,54.247,27.079,62.14,22.252,40.026,36.744,45.211,43.027,39.805,17.851
180,0.27361,3641.7,4496.5,9.2856,26.641,42.622,2709.2,75.053,120.46,0.33766,80.146,51.229,2638.6,25.434,50.797,3108.0,22.987,65.002,211.92,341.0,94.425,77.631,32.425,8.87,26.108,7.0116,18.766,1.6779,32.636,13.67,24.541,1.1771,18.82,2.2459,4.8277,2.2838,0.012716,0.8518,0.10606,53.257,42.985,63.145,54.926,27.047,61.528,21.966,39.122,41.717,48.378,43.002,41.767,17.972
181,0.2173,3677.6,4530.1,9.3846,26.95,42.051,2709.9,75.422,120.41,0.32473,80.198,50.973,2638.9,24.572,50.646,3107.3,22.824,65.062,213.08,340.97,94.713,77.173,32.143,8.9061,26.614,6.8461,18.663,1.631,33.223,13.649,24.543,1.3273,17.744,2.2898,4.8034,2.3139,0.035791,0.85294,0.08651,53.625,43.114,61.74,53.778,21.68,59.884,22.162,38.427,40.963,48.029,43.317,41.186,18.385
182,0.21676,3619.3,4519.8,9.2769,27.217,42.493,2710.0,75.04,120.42,0.32441,80.161,49.752,2639.2,23.886,50.667,3106.6,22.457,65.103,212.96,341.57,94.655,77.463,32.143,8.9061,26.614,6.8461,18.663,1.631,33.223,13.649,24.543,1.3273,17.744,2.2898,4.8034,2.3139,0.035791,0.85294,0.08651,53.625,43.114,62.742,53.901,21.733,61.901,22.483,38.466,37.371,48.079,43.465,41.689,19.232
