sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
253,0.7796,3678.9,4463.9,9.2582,26.513,42.299,2706.3,72.301,120.39,0.3723,79.999,49.22,2636.0,24.474,49.559,3096.5,23.35,72.274,392.84,351.02,94.193,77.584,32.76,8.994,25.408,6.666,17.962,1.688,34.199,13.996,22.846,1.2284,18.623,2.3245,4.8361,2.3548,0.016589,0.78133,0.097806,53.98,43.53,62.691,53.298,76.785,62.231,23.73,42.911,35.805,45.513,99.854,41.622,17.433
254,0.77833,3661.4,4475.0,9.2655,27.267,42.922,2712.5,72.157,120.43,0.36895,80.114,48.331,2643.2,24.733,50.308,3102.7,22.837,72.227,394.22,351.9,94.034,78.124,32.76,8.994,25.408,6.666,17.962,1.688,34.199,13.996,22.846,1.2284,18.623,2.3245,4.8361,2.3548,0.016589,0.78133,0.097806,53.98,43.53,62.992,53.165,76.91,60.519,24.569,43.319,33.187,47.247,99.82,43.114,18.577
255,0.80466,3674.6,4498.1,9.309,27.019,42.74,2717.7,72.642,120.4,0.35757,79.861,50.447,2648.2,25.645,49.041,3108.1,23.318,72.21,393.08,352.41,94.001,77.71,33.647,8.9736,26.086,6.7289,17.825,1.7306,34.675,14.02,22.308,0.91806,17.905,2.3678,4.8811,2.3841,0.016589,0.78133,0.097806,53.98,43.53,63.538,53.325,79.006,60.168,24.166,41.865,39.417,44.315,99.83,41.766,17.438
256,0.80448,3678.8,4500.0,9.3351,26.586,42.497,2723.0,72.152,120.41,0.36127,79.685,52.301,2653.4,26.113,48.819,3111.7,23.859,72.158,392.44,353.41,93.932,77.79,33.647,8.9736,26.086,6.7289,17.825,1.7306,34.675,14.02,22.308,0.91806,17.905,2.3678,4.8811,2.3841,0.024011,0.72762,0.091081,53.994,44.22,63.466,53.302,79.024,60.121,24.423,41.414,44.871,43.8,99.574,42.665,16.128
257,0.70821,3659.5,4496.7,9.2063,27.015,43.068,2728.7,72.05,120.42,0.36343,79.839,48.145,2660.5,22.471,49.397,3116.4,22.664,72.084,392.93,354.66,93.893,78.363,33.64,9.0188,25.807,6.63,17.965,1.7144,34.98,13.919,23.225,1.2705,17.452,2.2641,4.8665,2.3009,0.024011,0.72762,0.091081,53.994,44.22,63.421,53.828,69.527,60.324,25.274,42.074,32.642,45.139,99.847,42.814,18.881
258,0.70742,3671.0,4510.5,9.1815,26.885,42.56,2735.1,72.846,120.4,0.36491,79.936,49.387,2666.9,26.08,48.706,3120.7,24.053,72.129,394.25,354.82,93.913,77.999,33.64,9.0188,25.807,6.63,17.965,1.7144,34.98,13.919,23.225,1.2705,17.452,2.2641,4.8665,2.3009,0.024011,0.72762,0.091081,53.994,44.22,63.223,53.662,69.605,59.804,25.634,41.893,36.296,43.538,99.926,42.565,15.551
259,0.69337,3680.3,4494.1,9.322,27.133,42.453,2739.3,72.411,120.43,0.35602,79.929,48.435,2671.3,24.239,49.131,3124.9,23.205,72.184,392.76,355.28,93.736,78.448,32.895,9.0449,26.307,6.7382,17.591,1.6676,35.274,13.896,23.417,1.0163,17.346,2.3306,4.6763,2.3859,0.024011,0.72762,0.091081,53.994,44.22,64.121,53.663,68.157,60.163,25.812,40.497,33.494,44.524,99.931,43.142,17.479
260,0.69051,3670.3,4503.0,9.1255,27.06,42.712,2740.8,73.541,120.4,0.35699,79.724,48.885,2672.9,25.916,47.879,3125.6,22.297,72.248,394.7,355.48,93.976,77.377,32.895,9.0449,26.307,6.7382,17.591,1.6676,35.274,13.896,23.417,1.0163,17.346,2.3306,4.6763,2.3859,0.024011,0.72762,0.091081,53.994,44.22,64.294,53.556,68.438,62.869,25.999,40.378,34.818,41.626,99.575,42.437,19.669
261,0.75376,3686.2,4529.3,9.3291,26.654,42.732,2741.2,72.511,120.38,0.35369,79.215,50.394,2673.5,25.067,46.857,3126.0,23.528,72.111,390.74,356.52,93.743,77.084,32.957,8.7494,26.145,6.907,17.438,1.6801,34.878,13.823,23.292,1.2851,16.989,2.2406,4.7091,2.4172,-0.00082107,0.69998,0.10116,52.77,44.484,63.258,54.328,74.177,59.937,25.827,40.303,39.259,39.261,98.719,42.141,16.779
262,0.7537,3711.0,4465.2,9.298,27.035,42.748,2744.1,73.275,120.38,0.35587,78.848,49.998,2676.2,27.195,50.352,3128.4,24.131,71.884,393.48,357.04,94.112,77.368,32.957,8.7494,26.145,6.907,17.438,1.6801,34.878,13.823,23.292,1.2851,16.989,2.2406,4.7091,2.4172,-0.00082107,0.69998,0.10116,52.77,44.484,62.832,55.095,74.184,60.374,26.206,40.037,38.094,47.348,98.14,42.673,15.344
263,0.73839,3627.3,4527.7,9.3322,26.46,42.605,2750.4,73.241,120.37,0.34714,78.959,50.506,2683.1,23.234,50.314,3133.0,23.416,71.746,393.08,357.07,93.944,77.962,33.398,8.6019,26.885,6.7794,17.26,1.649,35.053,13.882,24.005,1.0952,16.5,2.2804,4.7027,2.1588,-0.00082107,0.69998,0.10116,52.77,44.484,62.847,54.933,72.991,63.064,26.484,39.194,39.59,47.261,97.842,42.594,16.987
264,0.74226,3621.8,4572.1,9.2452,26.99,42.82,2758.3,73.702,120.39,0.34739,79.14,50.535,2690.9,24.903,50.412,3139.1,23.311,71.717,390.33,357.71,94.164,77.931,33.398,8.6019,26.885,6.7794,17.26,1.649,35.053,13.882,24.005,1.0952,16.5,2.2804,4.7027,2.1588,-0.00082107,0.69998,0.10116,52.77,44.484,62.941,54.401,72.61,61.42,26.986,39.163,39.674,47.488,97.752,42.504,17.205
265,0.68696,3687.8,4572.7,9.2772,26.741,42.411,2765.1,73.401,120.41,0.3537,79.357,50.719,2698.8,24.974,48.87,3144.1,23.449,71.769,389.29,358.15,93.775,77.705,33.76,8.793,26.771,6.663,17.371,1.6529,34.931,13.737,24.191,1.1154,16.295,2.2945,4.5783,2.1853,-0.00082107,0.69998,0.10116,52.77,44.484,62.961,55.072,67.648,59.695,27.357,40.017,40.216,43.919,97.505,42.775,16.841
266,0.68627,3694.7,4592.2,9.2403,26.892,42.633,2764.9,74.067,120.4,0.35333,78.96,49.37,2697.9,24.466,49.148,3145.8,22.934,71.778,387.22,358.42,94.021,77.345,33.76,8.793,26.771,6.663,17.371,1.6529,34.931,13.737,24.191,1.1154,16.295,2.2945,4.5783,2.1853,0.0049463,0.65454,0.090642,53.047,44.652,62.843,54.839,67.715,60.258,27.064,40.062,36.246,44.562,96.424,42.7,18.081
267,0.63761,3715.8,4588.3,9.2044,27.02,42.122,2765.8,73.792,120.4,0.3346,78.66,49.702,2697.9,24.609,49.651,3145.8,22.033,71.631,388.24,358.58,93.792,77.309,33.724,8.7335,26.278,6.791,17.16,1.6642,35.495,13.604,24.061,1.1407,16.671,2.2261,4.5707,2.176,0.0049463,0.65454,0.090642,53.047,44.652,63.653,54.859,62.767,58.718,27.412,38.435,37.223,45.726,95.602,43.246,20.221
268,0.63732,3685.0,4595.5,9.2117,26.765,42.796,2765.5,73.293,120.38,0.34056,78.439,49.311,2698.4,26.216,52.195,3145.0,22.954,71.452,385.12,358.66,94.01,77.428,33.724,8.7335,26.278,6.791,17.16,1.6642,35.495,13.604,24.061,1.1407,16.671,2.2261,4.5707,2.176,0.0049463,0.65454,0.090642,53.047,44.652,64.182,54.773,62.795,60.677,27.452,37.708,36.073,51.613,95.157,42.14,18.043
269,0.62531,3677.8,4623.5,9.2042,26.785,42.377,2769.3,73.725,120.4,0.32377,78.644,51.514,2702.6,25.77,49.277,3147.3,23.715,71.376,384.55,358.2,93.89,77.435,34.231,8.4536,27.286,6.8507,17.349,1.6559,35.148,13.645,24.626,0.9603,16.302,2.2597,4.5795,2.1558,0.0049463,0.65454,0.090642,53.047,44.652,63.33,55.211,61.483,58.905,27.417,35.975,42.554,44.86,94.484,42.604,16.217
270,0.62521,3633.2,4614.7,9.081,27.077,42.155,2770.6,74.963,120.36,0.32255,78.624,48.569,2703.2,24.959,48.971,3149.7,24.226,71.336,383.19,357.76,93.98,77.62,34.231,8.4536,27.286,6.8507,17.349,1.6559,35.148,13.645,24.626,0.9603,16.302,2.2597,4.5795,2.1558,0.0049463,0.65454,0.090642,53.047,44.652,64.097,55.316,61.493,61.234,27.681,36.124,33.888,44.153,93.884,41.824,14.984
271,0.55694,3661.6,4656.5,9.0711,26.84,42.691,2770.9,75.841,120.4,0.32762,78.664,49.211,2704.3,24.563,48.502,3149.2,22.815,71.284,378.52,357.6,94.082,77.301,33.331,8.7163,26.919,6.8255,17.516,1.657,34.811,13.614,24.776,0.9971,15.715,2.2418,4.5527,2.172,0.014553,0.66864,0.073699,53.43,43.331,63.143,54.608,54.905,59.735,27.796,36.309,35.778,43.067,92.132,42.623,18.344
272,0.55965,3645.9,4597.5,9.1567,26.781,42.421,2770.0,74.675,120.34,0.32952,78.612,50.426,2703.0,24.466,49.636,3149.1,24.002,71.19,375.34,357.36,94.183,77.523,33.331,8.7163,26.919,6.8255,17.516,1.657,34.811,13.614,24.776,0.9971,15.715,2.2418,4.5527,2.172,0.014553,0.66864,0.073699,53.43,43.331,63.414,55.314,54.638,57.687,27.455,36.077,39.354,45.692,91.069,41.456,15.496
273,0.62781,3642.3,4640.3,9.0073,27.177,42.41,2771.5,75.609,120.39,0.31733,78.639,49.968,2704.3,24.226,47.614,3150.7,23.128,71.113,371.09,356.61,94.078,77.408,33.319,8.5965,27.425,6.764,17.227,1.6383,35.091,13.577,25.225,1.0467,15.633,2.2054,4.5416,2.2209,0.014553,0.66864,0.073699,53.43,43.331,63.737,54.617,61.783,59.91,27.402,36.45,38.005,41.011,90.104,42.535,17.57
274,0.62724,3658.3,4619.3,8.9377,27.215,42.413,2770.7,74.618,120.39,0.32329,78.397,48.932,2704.0,22.959,48.667,3149.9,22.8,70.972,370.0,356.5,94.247,76.825,33.319,8.5965,27.425,6.764,17.227,1.6383,35.091,13.577,25.225,1.0467,15.633,2.2054,4.5416,2.2209,0.014553,0.66864,0.073699,53.43,43.331,63.461,54.868,61.839,60.498,27.666,35.723,34.956,43.449,88.864,41.815,18.406
275,0.61689,3698.4,4640.8,9.0545,26.605,42.784,2770.0,76.222,120.41,0.31268,78.111,48.857,2701.9,23.994,50.212,3148.8,21.96,70.763,368.17,355.99,94.136,76.779,33.254,8.6727,27.71,6.6966,17.001,1.6229,34.466,13.665,25.37,1.2856,16.027,2.2454,4.5181,2.1892,0.014553,0.66864,0.073699,53.43,43.331,63.394,55.557,60.776,59.047,27.03,35.698,34.738,47.024,87.701,42.515,20.439
276,0.62053,3673.9,4667.8,9.0858,26.834,42.194,2769.3,75.633,120.37,0.31575,78.196,48.895,2701.9,25.79,49.962,3149.4,23.676,70.601,363.18,355.6,94.338,77.201,33.254,8.6727,27.71,6.6966,17.001,1.6229,34.466,13.665,25.37,1.2856,16.027,2.2454,4.5181,2.1892,0.016802,0.66486,0.077702,54.798,43.44,63.815,55.233,60.418,57.492,27.035,35.323,34.848,46.447,86.876,40.823,16.353
277,0.61394,3684.9,4685.3,8.8667,27.304,42.541,2770.0,75.902,120.45,0.32238,78.319,49.832,2701.9,23.351,46.883,3151.6,23.865,70.5,360.75,354.83,94.15,77.07,33.087,8.6719,27.318,6.6515,17.587,1.6458,34.967,13.518,25.58,1.1026,16.143,2.2225,4.5019,2.2513,0.016802,0.66486,0.077702,54.798,43.44,64.36,55.857,60.05,60.906,26.89,36.572,37.604,39.32,85.796,42.876,15.911
278,0.61233,3684.2,4710.4,8.9306,27.603,42.208,2770.1,75.461,120.38,0.32448,78.54,50.616,2702.8,23.36,49.224,3151.8,23.636,70.449,359.45,354.23,94.199,77.343,33.087,8.6719,27.318,6.6515,17.587,1.6458,34.967,13.518,25.58,1.1026,16.143,2.2225,4.5019,2.2513,0.016802,0.66486,0.077702,54.798,43.44,64.372,55.558,60.208,59.191,26.991,36.316,39.914,44.737,84.617,41.362,16.434
279,0.61733,3723.6,4611.2,8.9774,26.507,42.36,2768.7,75.409,120.4,0.30494,78.649,48.678,2701.4,26.154,47.81,3150.7,22.981,70.422,354.21,353.06,94.074,76.886,32.754,8.6226,27.563,6.9991,17.315,1.6052,34.205,13.579,26.048,1.2034,15.971,2.2361,4.4517,2.0138,0.016802,0.66486,0.077702,54.798,43.44,64.286,55.557,60.88,57.141,26.594,34.417,34.211,41.465,83.788,42.64,18.016
280,0.6167,3744.1,4562.0,8.776,27.052,42.261,2763.7,75.844,120.4,0.3049,78.471,49.617,2695.5,25.328,49.588,3147.6,23.271,70.332,350.47,352.46,94.157,76.77,32.754,8.6226,27.563,6.9991,17.315,1.6052,34.205,13.579,26.048,1.2034,15.971,2.2361,4.4517,2.0138,0.016802,0.66486,0.077702,54.798,43.44,63.933,56.145,60.943,59.013,26.425,34.422,36.972,45.581,82.83,41.52,17.356
281,0.64313,3600.0,4665.1,8.7683,26.702,42.136,2762.8,76.547,120.37,0.31281,78.558,49.323,2695.1,24.36,48.057,3144.7,23.106,70.223,349.39,352.16,94.332,77.125,32.799,8.7939,27.486,6.9025,17.383,1.6774,34.571,13.622,25.683,1.1665,16.548,2.2568,4.4782,2.1868,0.025181,0.68565,0.066526,53.744,44.682,63.417,55.803,63.186,57.313,26.439,34.691,36.108,42.038,81.242,41.031,17.73
282,0.64195,3634.2,4646.7,8.8042,26.651,42.21,2761.7,76.004,120.38,0.30885,78.753,49.689,2694.0,26.764,50.463,3144.4,22.95,70.151,343.97,351.0,94.468,76.923,32.799,8.7939,27.486,6.9025,17.383,1.6774,34.571,13.622,25.683,1.1665,16.548,2.2568,4.4782,2.1868,0.025181,0.68565,0.066526,53.744,44.682,62.828,56.023,63.302,55.579,26.327,35.174,37.184,47.604,80.267,41.11,18.108
283,0.63155,3680.1,4669.0,8.6645,27.088,42.104,2757.5,76.119,120.37,0.31223,78.511,50.703,2688.1,25.404,48.933,3142.5,22.272,70.048,339.33,350.45,94.604,76.717,33.303,8.6614,27.428,7.004,17.67,1.6705,33.951,13.617,25.585,1.221,16.471,2.2151,4.572,2.1194,0.025181,0.68565,0.066526,53.744,44.682,62.821,55.83,62.256,55.914,25.675,35.581,40.168,44.064,79.227,41.007,19.752
284,0.63258,3658.6,4660.1,8.7254,27.037,42.129,2753.6,76.598,120.34,0.3116,78.502,50.644,2685.0,26.092,49.372,3140.1,22.244,69.929,337.05,349.26,94.565,76.381,33.303,8.6614,27.428,7.004,17.67,1.6705,33.951,13.617,25.585,1.221,16.471,2.2151,4.572,2.1194,0.025181,0.68565,0.066526,53.744,44.682,63.191,55.937,62.155,56.713,25.288,35.659,39.996,45.081,77.985,40.817,19.87
285,0.57431,3627.7,4653.4,8.5808,26.775,41.967,2751.3,76.307,120.38,0.30928,78.609,51.209,2683.5,23.715,48.441,3136.0,23.431,69.755,336.56,348.88,94.672,76.901,32.496,8.8104,27.239,6.8913,17.791,1.6026,33.799,13.532,25.54,1.2158,16.8,2.1863,4.5949,2.1253,0.025181,0.68565,0.066526,53.744,44.682,62.766,55.522,56.533,58.259,25.583,35.512,41.658,42.926,76.589,40.531,17.026
286,0.57454,3635.6,4631.7,8.7077,27.185,42.179,2749.2,76.078,120.35,0.30796,78.901,50.0,2680.3,25.399,50.195,3135.5,23.03,69.711,329.56,346.99,94.788,77.044,32.496,8.8104,27.239,6.8913,17.791,1.6026,33.799,13.532,25.54,1.2158,16.8,2.1863,4.5949,2.1253,0.024796,0.70609,0.066096,54.286,43.796,62.629,55.781,56.51,56.223,25.245,35.673,38.101,46.984,76.018,40.216,17.967
287,0.64497,3657.1,4693.1,8.6653,26.788,42.11,2748.4,77.407,120.4,0.29505,79.113,50.876,2679.3,27.197,49.007,3136.0,22.133,69.698,324.77,346.27,94.735,76.97,32.606,8.9055,27.372,7.018,18.142,1.6436,33.438,13.566,25.566,1.3349,17.19,2.2493,4.6286,2.1851,0.024796,0.70609,0.066096,54.286,43.796,63.186,54.925,63.492,56.383,24.651,34.601,40.679,44.235,75.11,41.555,20.085
288,0.64493,3646.9,4646.7,8.5748,26.882,41.973,2744.0,77.379,120.39,0.29207,79.064,50.067,2674.4,24.687,48.574,3133.4,22.949,69.642,320.19,345.15,94.718,76.923,32.606,8.9055,27.372,7.018,18.142,1.6436,33.438,13.566,25.566,1.3349,17.19,2.2493,4.6286,2.1851,0.024796,0.70609,0.066096,54.286,43.796,63.362,55.481,63.496,56.331,24.087,34.964,38.296,43.234,74.188,41.014,18.163
289,0.63348,3644.7,4614.7,8.494,26.645,42.283,2737.5,76.731,120.37,0.29828,78.998,50.179,2667.4,26.728,50.262,3129.5,22.674,69.571,317.61,343.75,94.921,76.334,32.121,8.9274,27.431,6.7189,18.25,1.6117,33.218,13.784,25.903,1.1236,17.196,2.2429,4.5921,2.2117,0.024796,0.70609,0.066096,54.286,43.796,62.219,55.14,61.775,57.695,23.736,34.719,38.626,47.141,73.089,40.689,18.872
290,0.63414,3592.7,4588.7,8.4334,26.985,41.988,2732.0,76.177,120.38,0.30172,78.874,49.436,2661.5,23.889,49.969,3124.1,23.139,69.425,315.21,343.22,94.925,76.329,32.121,8.9274,27.431,6.7189,18.25,1.6117,33.218,13.784,25.903,1.1236,17.196,2.2429,4.5921,2.2117,0.024796,0.70609,0.066096,54.286,43.796,63.114,55.45,61.71,59.039,23.472,34.3,36.441,46.461,71.985,39.785,17.808
291,0.67559,3716.9,4581.2,8.693,27.024,41.869,2729.0,76.823,120.42,0.32062,78.934,50.811,2657.6,25.049,48.959,3122.8,22.727,69.261,310.97,341.77,94.95,76.463,31.899,8.8473,27.653,6.9405,18.334,1.6457,32.252,13.762,25.463,1.2433,17.713,2.2682,4.6509,2.1788,0.013874,0.73205,0.078551,53.95,44.432,63.614,55.373,66.497,55.595,23.347,37.588,40.488,44.125,71.324,41.059,18.81
292,0.67604,3711.1,4564.6,8.4849,26.788,42.091,2725.9,75.921,120.42,0.31702,79.182,49.626,2654.3,23.977,50.74,3120.7,22.361,69.165,310.7,340.65,94.782,76.684,31.899,8.8473,27.653,6.9405,18.334,1.6457,32.252,13.762,25.463,1.2433,17.713,2.2682,4.6509,2.1788,0.013874,0.73205,0.078551,53.95,44.432,63.713,55.573,66.453,54.691,22.587,38.027,36.999,48.246,70.157,40.234,19.677
293,0.69816,3634.7,4605.2,8.4665,27.307,42.164,2722.5,76.397,120.39,0.31421,79.369,48.95,2650.6,25.86,51.063,3117.7,23.918,69.094,307.09,339.54,94.927,76.906,31.197,8.8939,27.072,6.8716,18.049,1.6386,32.494,13.831,25.707,1.2713,17.334,2.2185,4.6652,2.2367,0.013874,0.73205,0.078551,53.95,44.432,63.133,54.96,68.865,55.616,22.844,37.708,35.01,48.993,69.289,40.522,15.978
294,0.70145,3640.4,4633.3,8.5466,26.84,42.237,2719.4,76.616,120.4,0.31626,79.557,49.754,2647.8,27.561,48.966,3116.3,22.664,69.079,305.75,338.58,94.971,76.63,31.197,8.8939,27.072,6.8716,18.049,1.6386,32.494,13.831,25.707,1.2713,17.334,2.2185,4.6652,2.2367,0.013874,0.73205,0.078551,53.95,44.432,63.035,54.624,68.542,56.259,22.154,37.458,37.377,44.141,68.219,40.068,18.978
295,0.77484,3645.1,4629.7,8.4137,27.245,42.178,2715.1,76.287,120.42,0.3198,79.51,48.025,2643.2,25.319,51.61,3114.7,23.933,69.056,299.77,337.05,94.939,76.544,31.295,8.8675,27.157,7.0575,19.269,1.6741,32.155,13.747,25.392,1.3703,18.189,2.2481,4.7182,2.3286,0.013874,0.73205,0.078551,53.95,44.432,63.537,55.467,75.987,55.793,22.05,38.84,32.289,50.261,67.564,39.851,15.994
296,0.77308,3672.4,4590.8,8.4744,26.923,42.246,2712.8,75.842,120.41,0.31975,79.668,48.939,2640.8,24.002,51.357,3113.5,23.848,68.965,297.98,336.61,95.018,76.821,31.295,8.8675,27.157,7.0575,19.269,1.6741,32.155,13.747,25.392,1.3703,18.189,2.2481,4.7182,2.3286,0.0024947,0.78545,0.09164,53.729,44.429,63.067,55.931,76.16,55.481,21.382,38.846,34.978,49.674,66.996,41.042,16.183
297,0.77602,3637.5,4531.5,8.4475,27.117,41.742,2711.2,76.827,120.39,0.31425,80.01,50.855,2639.2,24.442,48.428,3112.0,22.837,68.957,295.72,335.74,94.911,77.204,31.535,8.721,27.031,6.8308,18.811,1.6678,31.831,13.924,25.229,1.0824,18.867,2.2661,4.6244,2.2447,0.0024947,0.78545,0.09164,53.729,44.429,61.959,53.666,75.947,54.774,21.456,37.229,40.617,42.896,66.21,39.902,18.541
298,0.77471,3637.1,4521.5,8.4102,26.79,42.081,2707.4,76.635,120.38,0.31141,80.013,51.362,2635.3,24.124,49.843,3108.2,24.326,68.951,291.32,335.24,95.113,76.887,31.535,8.721,27.031,6.8308,18.811,1.6678,31.831,13.924,25.229,1.0824,18.867,2.2661,4.6244,2.2447,0.0024947,0.78545,0.09164,53.729,44.429,61.966,53.785,76.076,56.633,21.491,37.575,42.107,46.171,65.615,39.905,15.03
299,0.75909,3671.2,4571.3,8.3249,26.948,42.026,2703.1,76.141,120.4,0.33062,80.04,48.797,2630.2,25.797,49.049,3105.6,23.857,68.921,287.67,334.75,95.077,76.673,31.247,9.1031,27.05,7.056,18.965,1.6717,31.875,13.763,25.146,1.3624,18.576,2.2987,4.8335,2.289,0.0024947,0.78545,0.09164,53.729,44.429,63.309,54.271,74.625,55.563,20.82,39.98,34.559,44.333,64.956,39.485,16.16
300,0.75807,3692.9,4586.0,8.2823,26.969,41.826,2697.7,76.296,120.42,0.32822,80.002,49.748,2624.5,26.286,48.764,3101.6,22.431,68.825,286.34,333.15,95.01,76.638,31.247,9.1031,27.05,7.056,18.965,1.6717,31.875,13.763,25.146,1.3624,18.576,2.2987,4.8335,2.289,0.0024947,0.78545,0.09164,53.729,44.429,62.935,54.095,74.726,56.501,20.403,40.272,37.359,43.674,64.095,40.515,19.567
301,0.79616,3598.1,4507.9,8.4672,26.74,42.287,2693.5,76.551,120.37,0.31186,79.928,49.075,2619.4,25.719,48.157,3097.5,23.46,68.745,286.14,332.36,95.198,76.632,31.45,8.9462,26.298,6.8824,19.663,1.6829,31.339,13.967,24.839,1.1925,19.51,2.2195,4.9354,2.2569,0.027254,0.80936,0.091121,53.625,43.967,62.534,54.632,78.082,56.024,20.01,37.988,35.379,42.269,64.366,39.457,17.147
302,0.79426,3633.5,4538.7,8.4076,26.827,41.599,2691.8,76.546,120.4,0.31104,80.22,48.493,2618.0,24.227,49.481,3096.6,22.474,68.707,285.53,331.9,95.232,76.876,31.45,8.9462,26.298,6.8824,19.663,1.6829,31.339,13.967,24.839,1.1925,19.51,2.2195,4.9354,2.2569,0.027254,0.80936,0.091121,53.625,43.967,61.924,54.263,78.269,54.031,20.26,38.088,33.666,45.333,63.98,39.992,19.475
303,0.78353,3625.8,4484.6,8.3949,26.873,41.82,2688.8,76.759,120.37,0.33301,80.302,49.778,2615.7,26.778,49.888,3092.6,23.829,68.723,282.8,331.43,95.198,76.76,30.658,8.9232,26.503,6.9575,19.029,1.667,31.533,13.998,24.103,1.2125,18.94,2.2827,4.8292,2.2502,0.027254,0.80936,0.091121,53.625,43.967,63.498,53.109,77.181,56.385,20.261,40.927,37.448,46.274,63.782,39.698,16.271
304,0.78265,3633.9,4465.8,8.4117,26.737,42.053,2683.2,75.244,120.42,0.33443,80.271,51.498,2610.1,25.73,50.351,3088.8,22.594,68.708,281.4,330.55,95.011,76.554,30.658,8.9232,26.503,6.9575,19.029,1.667,31.533,13.998,24.103,1.2125,18.94,2.2827,4.8292,2.2502,0.027254,0.80936,0.091121,53.625,43.967,63.358,53.333,77.268,54.992,19.683,40.755,42.507,47.345,63.466,40.318,19.233
305,0.87091,3632.5,4491.3,8.3599,27.369,42.021,2680.6,75.888,120.4,0.33585,80.242,50.251,2605.7,26.861,50.653,3088.4,23.969,68.635,282.25,329.59,95.345,76.802,31.19,9.0221,26.634,7.0365,19.357,1.6388,31.686,13.895,24.217,1.3413,19.659,2.2776,4.8285,2.2541,0.027254,0.80936,0.091121,53.625,43.967,62.687,54.488,85.977,54.764,19.511,41.643,38.838,48.044,62.954,39.472,15.98
306,0.87372,3640.7,4533.4,8.4534,26.912,42.415,2681.1,75.943,120.42,0.33654,80.483,50.281,2606.3,24.614,50.42,3088.6,23.406,68.625,281.8,329.73,95.001,76.694,31.19,9.0221,26.634,7.0365,19.357,1.6388,31.686,13.895,24.217,1.3413,19.659,2.2776,4.8285,2.2541,0.027597,0.85308,0.10605,53.908,43.835,62.547,53.984,85.701,55.997,19.421,41.558,38.926,47.505,63.099,40.335,17.323
307,0.83383,3582.1,4498.0,8.5538,27.317,41.791,2678.9,75.869,120.38,0.328,80.572,49.42,2604.7,25.084,49.037,3086.3,23.803,68.644,278.44,329.07,95.274,77.224,30.646,9.1572,25.982,6.9107,19.509,1.6464,31.311,13.934,23.978,1.4451,19.598,2.3312,4.8886,2.3283,0.027597,0.85308,0.10605,53.908,43.835,62.753,53.531,82.081,53.522,19.548,40.029,36.392,44.304,63.195,39.436,16.344
308,0.83366,3598.6,4473.8,8.4563,27.004,42.021,2676.5,75.408,120.43,0.32968,80.682,48.412,2602.1,26.163,51.06,3084.9,23.947,68.699,279.14,329.14,95.104,76.949,30.646,9.1572,25.982,6.9107,19.509,1.6464,31.311,13.934,23.978,1.4451,19.598,2.3312,4.8886,2.3283,0.027597,0.85308,0.10605,53.908,43.835,62.469,53.821,82.097,54.348,19.345,39.824,33.427,48.987,62.929,39.796,16.015
309,0.90024,3631.6,4420.5,8.4936,26.962,42.362,2676.1,75.742,120.42,0.33282,80.803,51.986,2602.4,27.576,49.337,3085.9,22.95,68.706,278.78,328.53,95.21,77.078,31.205,8.92,26.085,7.016,19.839,1.7371,31.042,13.776,24.033,1.3367,19.696,2.3121,4.8834,2.3053,0.027597,0.85308,0.10605,53.908,43.835,62.918,53.976,88.498,57.728,19.225,40.635,43.944,44.999,62.755,40.041,18.369
310,0.89951,3648.3,4494.4,8.4503,26.901,42.157,2675.7,75.207,120.42,0.3322,80.845,49.164,2601.8,24.684,51.076,3084.1,23.429,68.724,277.95,328.75,94.86,77.077,31.205,8.92,26.085,7.016,19.839,1.7371,31.042,13.776,24.033,1.3367,19.696,2.3121,4.8834,2.3053,0.027597,0.85308,0.10605,53.908,43.835,62.632,53.091,88.57,57.064,19.039,40.71,35.64,49.025,62.623,39.723,17.225
311,0.85933,3607.8,4376.5,8.5731,27.054,41.576,2674.7,75.924,120.43,0.31339,81.0,49.109,2601.1,25.201,47.286,3082.9,22.462,68.74,278.01,329.17,95.125,77.146,31.292,8.9749,26.306,6.9101,19.816,1.67,31.383,13.998,23.69,1.3498,20.014,2.3013,4.9553,2.3198,0.016174,0.90029,0.12326,53.425,43.435,62.327,53.541,84.471,53.947,19.077,38.808,35.478,40.254,63.523,40.457,19.512
312,0.85893,3616.7,4430.6,8.4472,26.864,42.106,2669.3,75.95,120.39,0.31383,80.797,50.403,2595.4,25.368,50.297,3078.9,22.443,68.799,278.92,328.59,95.081,76.837,31.292,8.9749,26.306,6.9101,19.816,1.67,31.383,13.998,23.69,1.3498,20.014,2.3013,4.9553,2.3198,0.016174,0.90029,0.12326,53.425,43.435,62.176,52.893,84.511,54.243,18.803,38.754,39.287,47.222,63.717,39.47,19.583
